blank_steps,decoded_delta_deg,dist_to_nearest_clean,dist_to_target_clean,move_steps,nearest_angle_error_deg,nearest_clean_delta_deg,tag,target_delta_deg,velocity_deg
1000,15.020005306838023,0.06668290495872498,0.06344110518693924,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
2000,15.020005306838023,0.06668290495872498,0.06344110518693924,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps3e-5,14.999999999999996,3.0
0,15.001159180564693,0.6406564712524414,0.6421899795532227,5,0.39014476911051016,14.609855230889485,am_lru_rnw_eps1e-4,14.999999999999996,3.0
1,14.98730790665329,0.07362298667430878,0.07189108431339264,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
5,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
20,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
100,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
500,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
1000,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
2000,14.987306761840737,0.0736231654882431,0.07189033925533295,5,0.14014618510970342,14.85985381489029,am_lru_rnw_eps1e-4,14.999999999999996,3.0
