topology,model,model_label,condition_id,condition_axis,condition_value,condition_label,eligible_seed_count,finite_seed_count,error_median_radians,error_min_radians,error_max_radians,chance_ratio_median,id_error_ratio_median,status
s2,lstm,LSTM,velocity_x4,velocity,4.0,4x,3,3,1.2250384092330933,1.2033255100250244,1.327885627746582,0.956992205299346,16.931218282309533,chance_collapsed
s2,calru,CA-LRU,velocity_x4,velocity,4.0,4x,1,1,1.2545043230056763,1.2545043230056763,1.2545043230056763,0.9800107895248298,12.306687036416312,chance_collapsed
s1,rnn,RNN,correlation_x0p5,smoothness,0.5,ell=0.5x,1,1,0.11759484559297562,0.11759484559297562,0.11759484559297562,0.0965521278411688,1.0366238246017094,alive
s1,gru,GRU,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.0402831956744194,0.02493535727262497,0.047314055263996124,0.03307481921503276,0.9881015084432908,alive
s1,lstm,LSTM,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.03233309090137482,0.02263874188065529,0.03390318155288696,0.02654732620692477,0.9291223837468391,alive
s1,calru,CA-LRU,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.06084015965461731,0.015062728896737099,0.0671648383140564,0.04995326830209828,0.9228874349721353,alive
t2,rnn,RNN,correlation_x0p5,smoothness,0.5,ell=0.5x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.0582960769534111,0.05736330896615982,0.06894955784082413,0.04372274832596221,0.9935677001008822,alive
t2,lstm,LSTM,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.06859836727380753,0.05367370694875717,0.0693528950214386,0.05144958811347783,1.021081133734553,alive
t2,calru,CA-LRU,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.02523200213909149,0.018492622300982475,0.048628319054841995,0.01892430051801427,0.8884365142211663,alive
s2,rnn,RNN,correlation_x0p5,smoothness,0.5,ell=0.5x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x0p5,smoothness,0.5,ell=0.5x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x0p5,smoothness,0.5,ell=0.5x,3,3,0.07349953800439835,0.057508498430252075,0.0759400874376297,0.05783786497230239,0.9682748046351765,alive
s2,calru,CA-LRU,correlation_x0p5,smoothness,0.5,ell=0.5x,1,1,0.09584249556064606,0.09584249556064606,0.09584249556064606,0.07541986612913695,0.9402148530090428,alive
s1,rnn,RNN,correlation_x0p75,smoothness,0.75,ell=0.75x,1,1,0.11492393910884857,0.11492393910884857,0.11492393910884857,0.0928772274402371,1.0130792102032815,alive
s1,gru,GRU,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.04142933711409569,0.024549376219511032,0.04826847091317177,0.03348164008022465,0.9728064213650273,alive
s1,lstm,LSTM,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.03520481660962105,0.022239284589886665,0.03553873300552368,0.028451215513477457,0.9689497050615984,alive
s1,calru,CA-LRU,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.061407897621393204,0.012262005358934402,0.07419838011264801,0.04962756513773029,0.9314994806812287,alive
t2,rnn,RNN,correlation_x0p75,smoothness,0.75,ell=0.75x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.05843643471598625,0.05730830878019333,0.06668009608983994,0.04292930224519568,0.9959598840460309,alive
t2,lstm,LSTM,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.06786620616912842,0.04991191625595093,0.06793054193258286,0.049856718518665126,1.000139860784221,alive
t2,calru,CA-LRU,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.02676965296268463,0.019143937155604362,0.04587678983807564,0.019665856218290183,0.9385313579037591,alive
s2,rnn,RNN,correlation_x0p75,smoothness,0.75,ell=0.75x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x0p75,smoothness,0.75,ell=0.75x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x0p75,smoothness,0.75,ell=0.75x,3,3,0.07382027804851532,0.05706673115491867,0.07867565006017685,0.06046811547473646,0.9770371387890151,alive
s2,calru,CA-LRU,correlation_x0p75,smoothness,0.75,ell=0.75x,1,1,0.0982101559638977,0.0982101559638977,0.0982101559638977,0.08044650072591106,0.9634416008623473,alive
s1,rnn,RNN,correlation_x1p5,smoothness,1.5,ell=1.5x,1,1,0.1181812733411789,0.1181812733411789,0.1181812733411789,0.09491493833397814,1.0417933111734181,alive
s1,gru,GRU,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.04102080315351486,0.02261403203010559,0.05083182454109192,0.032945041897509145,0.990425040963265,alive
s1,lstm,LSTM,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.035694945603609085,0.023621536791324615,0.0364779457449913,0.028667685370257025,1.0181834402920964,alive
s1,calru,CA-LRU,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.06674539297819138,0.013076596893370152,0.08953458070755005,0.05360523439541219,1.0749285723035087,alive
t2,rnn,RNN,correlation_x1p5,smoothness,1.5,ell=1.5x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.060912538319826126,0.060457129031419754,0.06496109068393707,0.04421834859975759,1.0303995360520604,alive
t2,lstm,LSTM,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.06754650175571442,0.048946887254714966,0.06758832931518555,0.04903415361950465,0.9951014720155573,alive
t2,calru,CA-LRU,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.030649080872535706,0.021870838478207588,0.05315212160348892,0.02224914245353049,1.0745422635810784,alive
s2,rnn,RNN,correlation_x1p5,smoothness,1.5,ell=1.5x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x1p5,smoothness,1.5,ell=1.5x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x1p5,smoothness,1.5,ell=1.5x,3,3,0.07742562890052795,0.06299123167991638,0.08101426810026169,0.06703899759400266,1.0329731932672523,alive
s2,calru,CA-LRU,correlation_x1p5,smoothness,1.5,ell=1.5x,1,1,0.10920146107673645,0.10920146107673645,0.10920146107673645,0.09455210878287086,1.0712663007576675,alive
s1,rnn,RNN,correlation_x2,smoothness,2.0,ell=2x,1,1,0.11634226143360138,0.11634226143360138,0.11634226143360138,0.09288592477184193,1.0255820261676154,alive
s1,gru,GRU,correlation_x2,smoothness,2.0,ell=2x,3,3,0.04060602933168411,0.021418698132038116,0.05246496945619583,0.03241924765179686,1.0060003226555512,alive
s1,lstm,LSTM,correlation_x2,smoothness,2.0,ell=2x,3,3,0.03542660176753998,0.023953434079885483,0.03737352415919304,0.028284070003055113,1.0431810955108929,alive
s1,calru,CA-LRU,correlation_x2,smoothness,2.0,ell=2x,3,3,0.06852973997592926,0.013324372470378876,0.09387482702732086,0.054713121385137675,1.0952963368998696,alive
t2,rnn,RNN,correlation_x2,smoothness,2.0,ell=2x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x2,smoothness,2.0,ell=2x,3,3,0.06296446174383163,0.06056138128042221,0.06579472124576569,0.04548976316193807,1.0321763565978836,alive
t2,lstm,LSTM,correlation_x2,smoothness,2.0,ell=2x,3,3,0.06501077115535736,0.047850482165813446,0.0676078051328659,0.04696815474837086,0.9592998877063893,alive
t2,calru,CA-LRU,correlation_x2,smoothness,2.0,ell=2x,3,3,0.03123086504638195,0.02176530659198761,0.05584140866994858,0.022563277997711836,1.0949393412513775,alive
s2,rnn,RNN,correlation_x2,smoothness,2.0,ell=2x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x2,smoothness,2.0,ell=2x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x2,smoothness,2.0,ell=2x,3,3,0.07757741212844849,0.06511540710926056,0.0838000476360321,0.06842849674159279,1.0684933016417675,alive
s2,calru,CA-LRU,correlation_x2,smoothness,2.0,ell=2x,1,1,0.10931234061717987,0.10931234061717987,0.10931234061717987,0.09642083872755981,1.0723540290165143,alive
s1,rnn,RNN,correlation_x3,smoothness,3.0,ell=3x,1,1,0.11358523368835449,0.11358523368835449,0.11358523368835449,0.09029165388164599,1.0012782343525974,alive
s1,gru,GRU,correlation_x3,smoothness,3.0,ell=3x,3,3,0.039424121379852295,0.020362399518489838,0.05220245197415352,0.031339189141295784,0.976718962215706,alive
s1,lstm,LSTM,correlation_x3,smoothness,3.0,ell=3x,3,3,0.03536508232355118,0.022578630596399307,0.037217289209365845,0.028112560664488775,0.983734767575425,alive
s1,calru,CA-LRU,correlation_x3,smoothness,3.0,ell=3x,3,3,0.06744762510061264,0.013478395529091358,0.09629238396883011,0.053615751123360304,1.1079574128628038,alive
t2,rnn,RNN,correlation_x3,smoothness,3.0,ell=3x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x3,smoothness,3.0,ell=3x,3,3,0.06099764257669449,0.06004813313484192,0.06217600405216217,0.043994479123345503,1.0163687275642426,alive
t2,lstm,LSTM,correlation_x3,smoothness,3.0,ell=3x,3,3,0.06675532460212708,0.04986352473497391,0.06734899431467056,0.04814720062152906,0.986011960492746,alive
t2,calru,CA-LRU,correlation_x3,smoothness,3.0,ell=3x,3,3,0.03167863190174103,0.022750433534383774,0.05467188358306885,0.022848176601332804,1.1106378351904005,alive
s2,rnn,RNN,correlation_x3,smoothness,3.0,ell=3x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x3,smoothness,3.0,ell=3x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x3,smoothness,3.0,ell=3x,3,3,0.08019446581602097,0.06770256161689758,0.08607032895088196,0.07169912047280155,1.0974405450645326,alive
s2,calru,CA-LRU,correlation_x3,smoothness,3.0,ell=3x,1,1,0.1099683865904808,0.1099683865904808,0.1099683865904808,0.09831896151586228,1.0787898398199174,alive
s1,rnn,RNN,correlation_x4,smoothness,4.0,ell=4x,1,1,0.11095526814460754,0.11095526814460754,0.11095526814460754,0.08680231802303101,0.978094523138196,alive
s1,gru,GRU,correlation_x4,smoothness,4.0,ell=4x,3,3,0.03941604495048523,0.019284863024950027,0.05191567540168762,0.030835886625437223,0.9765188714734468,alive
s1,lstm,LSTM,correlation_x4,smoothness,4.0,ell=4x,3,3,0.03535309061408043,0.02294180542230606,0.03740112856030464,0.02765736378178077,0.9995580346875412,alive
s1,calru,CA-LRU,correlation_x4,smoothness,4.0,ell=4x,3,3,0.06627567112445831,0.01344996690750122,0.09787812829017639,0.05184865917891647,1.1056205099309762,alive
t2,rnn,RNN,correlation_x4,smoothness,4.0,ell=4x,0,0,,,,,,ineligible_id
t2,gru,GRU,correlation_x4,smoothness,4.0,ell=4x,3,3,0.0600360743701458,0.05827319622039795,0.0632852241396904,0.042961612639823614,0.9895647161303844,alive
t2,lstm,LSTM,correlation_x4,smoothness,4.0,ell=4x,3,3,0.06703519821166992,0.05010516196489334,0.06750473380088806,0.047970162090339316,0.9907901465529422,alive
t2,calru,CA-LRU,correlation_x4,smoothness,4.0,ell=4x,3,3,0.032002419233322144,0.022867795079946518,0.05396467447280884,0.02290082343096891,1.1093828724865766,alive
s2,rnn,RNN,correlation_x4,smoothness,4.0,ell=4x,0,0,,,,,,ineligible_id
s2,gru,GRU,correlation_x4,smoothness,4.0,ell=4x,0,0,,,,,,ineligible_id
s2,lstm,LSTM,correlation_x4,smoothness,4.0,ell=4x,3,3,0.0810326635837555,0.06796291470527649,0.08885074406862259,0.07319306599402031,1.132892254376115,alive
s2,calru,CA-LRU,correlation_x4,smoothness,4.0,ell=4x,1,1,0.11060065031051636,0.11060065031051636,0.11060065031051636,0.0999004640738728,1.0849923467258444,alive
s1,rnn,RNN,dwell_block8,dwell,8,blank block 8,1,1,0.11017021536827087,0.11017021536827087,0.11017021536827087,0.08843232531889901,0.9711741142765944,alive
s1,gru,GRU,dwell_block8,dwell,8,blank block 8,3,3,0.04310140386223793,0.025312401354312897,0.05017445236444473,0.034596985721645476,1.0030424544178032,alive
s1,lstm,LSTM,dwell_block8,dwell,8,blank block 8,3,3,0.03474465385079384,0.02429613284766674,0.03643050044775009,0.027889121593846274,0.9983839824679096,alive
s1,calru,CA-LRU,dwell_block8,dwell,8,blank block 8,3,3,0.06546938419342041,0.01224540639668703,0.07505723088979721,0.05255149826173392,0.9931083743118603,alive
t2,rnn,RNN,dwell_block8,dwell,8,blank block 8,0,0,,,,,,ineligible_id
t2,gru,GRU,dwell_block8,dwell,8,blank block 8,3,3,0.05742941424250603,0.05377069115638733,0.06740488111972809,0.04217361610951716,0.9787967563009193,alive
t2,lstm,LSTM,dwell_block8,dwell,8,blank block 8,3,3,0.06711344420909882,0.04988047480583191,0.06744512915611267,0.04928513844682601,0.9881097491413097,alive
t2,calru,CA-LRU,dwell_block8,dwell,8,blank block 8,3,3,0.026647072285413742,0.019279276952147484,0.04659583419561386,0.01956842868468293,0.9342337373984735,alive
s2,rnn,RNN,dwell_block8,dwell,8,blank block 8,0,0,,,,,,ineligible_id
s2,gru,GRU,dwell_block8,dwell,8,blank block 8,0,0,,,,,,ineligible_id
s2,lstm,LSTM,dwell_block8,dwell,8,blank block 8,3,3,0.07602307200431824,0.05929575115442276,0.07921899855136871,0.0639349139417563,1.0061918854360674,alive
s2,calru,CA-LRU,dwell_block8,dwell,8,blank block 8,1,1,0.09487457573413849,0.09487457573413849,0.09487457573413849,0.07978890716857952,0.9307195597982302,alive
s1,rnn,RNN,dwell_block32,dwell,32,blank block 32,1,1,0.11354824155569077,0.11354824155569077,0.11354824155569077,0.09327285156823768,1.0009521407568394,alive
s1,gru,GRU,dwell_block32,dwell,32,blank block 32,3,3,0.045242492109537125,0.02585241198539734,0.050757721066474915,0.03716390666464292,1.0244411981099877,alive
s1,lstm,LSTM,dwell_block32,dwell,32,blank block 32,3,3,0.03409114107489586,0.02977008745074272,0.034171491861343384,0.028003762081256548,0.9515622273736932,alive
s1,calru,CA-LRU,dwell_block32,dwell,32,blank block 32,3,3,0.053703684359788895,0.01124523300677538,0.05893582105636597,0.04411425233301672,0.8146338830916815,alive
t2,rnn,RNN,dwell_block32,dwell,32,blank block 32,0,0,,,,,,ineligible_id
t2,gru,GRU,dwell_block32,dwell,32,blank block 32,3,3,0.06165456771850586,0.056164972484111786,0.07454600930213928,0.045822573834540956,1.0508080517621443,alive
t2,lstm,LSTM,dwell_block32,dwell,32,blank block 32,3,3,0.0698004886507988,0.05578982084989548,0.07181636244058609,0.051876741063067125,1.0573507098565544,alive
t2,calru,CA-LRU,dwell_block32,dwell,32,blank block 32,3,3,0.02245946042239666,0.015765145421028137,0.040900420397520065,0.0166921985113573,0.7874180482429288,alive
s2,rnn,RNN,dwell_block32,dwell,32,blank block 32,0,0,,,,,,ineligible_id
s2,gru,GRU,dwell_block32,dwell,32,blank block 32,0,0,,,,,,ineligible_id
s2,lstm,LSTM,dwell_block32,dwell,32,blank block 32,3,3,0.08019329607486725,0.06350696086883545,0.08385549485683441,0.0689108848262093,1.0613862561660248,alive
s2,calru,CA-LRU,dwell_block32,dwell,32,blank block 32,1,1,0.07690288126468658,0.07690288126468658,0.07690288126468658,0.06608339914956213,0.7544172423859388,alive
s1,rnn,RNN,dwell_block64,dwell,64,blank block 64,1,1,0.11032144725322723,0.11032144725322723,0.11032144725322723,0.09576733942466747,0.9725072558287999,alive
s1,gru,GRU,dwell_block64,dwell,64,blank block 64,3,3,0.04560444504022598,0.025429552420973778,0.05291803181171417,0.03958809892528087,1.0310734327949134,alive
s1,lstm,LSTM,dwell_block64,dwell,64,blank block 64,3,3,0.03356748819351196,0.03156687319278717,0.03592359647154808,0.029139112253329685,1.002710275923038,alive
s1,calru,CA-LRU,dwell_block64,dwell,64,blank block 64,3,3,0.04244296997785568,0.009189772419631481,0.04665633291006088,0.036843700053448794,0.7077322552901009,alive
t2,rnn,RNN,dwell_block64,dwell,64,blank block 64,0,0,,,,,,ineligible_id
t2,gru,GRU,dwell_block64,dwell,64,blank block 64,3,3,0.06377958506345749,0.06276397407054901,0.0765029788017273,0.050170811715445074,1.08702573065991,alive
t2,lstm,LSTM,dwell_block64,dwell,64,blank block 64,3,3,0.07578159123659134,0.06224410980939865,0.07750526815652847,0.05961192663208805,1.1411083424160573,alive
t2,calru,CA-LRU,dwell_block64,dwell,64,blank block 64,3,3,0.016608847305178642,0.011401261202991009,0.03084266185760498,0.013064985451530044,0.5822983225174483,alive
s2,rnn,RNN,dwell_block64,dwell,64,blank block 64,0,0,,,,,,ineligible_id
s2,gru,GRU,dwell_block64,dwell,64,blank block 64,0,0,,,,,,ineligible_id
s2,lstm,LSTM,dwell_block64,dwell,64,blank block 64,3,3,0.09683407843112946,0.07019822299480438,0.0977465808391571,0.0836437095446033,1.2346838348314628,alive
s2,calru,CA-LRU,dwell_block64,dwell,64,blank block 64,1,1,0.054718971252441406,0.054718971252441406,0.054718971252441406,0.04726536165957213,0.5367930917488042,alive
s1,rnn,RNN,dwell_block96,dwell,96,blank block 96,1,1,0.10428369045257568,0.10428369045257568,0.10428369045257568,0.12340001716720156,0.9192831326527731,alive
s1,gru,GRU,dwell_block96,dwell,96,blank block 96,3,3,0.047111645340919495,0.024089254438877106,0.06182554364204407,0.05574771873352885,1.1671747076441679,alive
s1,lstm,LSTM,dwell_block96,dwell,96,blank block 96,3,3,0.036840349435806274,0.03581929951906204,0.037611283361911774,0.04359358335991757,1.0307435365169018,alive
s1,calru,CA-LRU,dwell_block96,dwell,96,blank block 96,3,3,0.03148156777024269,0.007703118957579136,0.04204084351658821,0.03725247914068634,0.6332154100087581,alive
t2,rnn,RNN,dwell_block96,dwell,96,blank block 96,0,0,,,,,,ineligible_id
t2,gru,GRU,dwell_block96,dwell,96,blank block 96,3,3,0.0685005933046341,0.06644295156002045,0.08321666717529297,0.07174935114945126,1.1674881141594344,alive
t2,lstm,LSTM,dwell_block96,dwell,96,blank block 96,3,3,0.08349841088056564,0.07211025059223175,0.08782404661178589,0.0874584658858068,1.2930314885311962,alive
t2,calru,CA-LRU,dwell_block96,dwell,96,blank block 96,3,3,0.011270475573837757,0.008470216765999794,0.021322324872016907,0.011804997162176301,0.40693254508760157,alive
s2,rnn,RNN,dwell_block96,dwell,96,blank block 96,0,0,,,,,,ineligible_id
s2,gru,GRU,dwell_block96,dwell,96,blank block 96,0,0,,,,,,ineligible_id
s2,lstm,LSTM,dwell_block96,dwell,96,blank block 96,3,3,0.11385608464479446,0.0936259776353836,0.11828382313251495,0.10142617305339069,1.5613489938731457,alive
s2,calru,CA-LRU,dwell_block96,dwell,96,blank block 96,1,1,0.041856855154037476,0.041856855154037476,0.041856855154037476,0.03728725300513144,0.41061573664024553,alive
s1,rnn,RNN,dwell_block128,dwell,128,all blank 128,1,0,,,,inf,inf,chance_collapsed
s1,gru,GRU,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
s1,lstm,LSTM,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
s1,calru,CA-LRU,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
t2,rnn,RNN,dwell_block128,dwell,128,all blank 128,0,0,,,,,,ineligible_id
t2,gru,GRU,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
t2,lstm,LSTM,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
t2,calru,CA-LRU,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
s2,rnn,RNN,dwell_block128,dwell,128,all blank 128,0,0,,,,,,ineligible_id
s2,gru,GRU,dwell_block128,dwell,128,all blank 128,0,0,,,,,,ineligible_id
s2,lstm,LSTM,dwell_block128,dwell,128,all blank 128,3,0,,,,inf,inf,chance_collapsed
s2,calru,CA-LRU,dwell_block128,dwell,128,all blank 128,1,0,,,,inf,inf,chance_collapsed
s1,rnn,RNN,blank_h0,blank,0,H=0,1,1,0.11344023048877716,0.11344023048877716,0.11344023048877716,0.07221829371109129,1.0,alive
s1,gru,GRU,blank_h0,blank,0,H=0,3,3,0.04036383330821991,0.025235623121261597,0.051323242485523224,0.025696414372561958,1.0,alive
s1,lstm,LSTM,blank_h0,blank,0,H=0,3,3,0.03582649677991867,0.022951949387788773,0.036489468067884445,0.022807856224759712,1.0,alive
s1,calru,CA-LRU,blank_h0,blank,0,H=0,3,3,0.06592370569705963,0.012165084481239319,0.08009782433509827,0.04196833451448953,1.0,alive
t2,rnn,RNN,blank_h0,blank,0,H=0,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h0,blank,0,H=0,3,3,0.059081051498651505,0.05867348238825798,0.06395258754491806,0.03761216555630887,1.0,alive
t2,lstm,LSTM,blank_h0,blank,0,H=0,3,3,0.06776897609233856,0.05057091265916824,0.06792104244232178,0.04314307013348864,1.0,alive
t2,calru,CA-LRU,blank_h0,blank,0,H=0,3,3,0.0285229180008173,0.020814793184399605,0.048643868416547775,0.018158253564939497,1.0,alive
s2,rnn,RNN,blank_h0,blank,0,H=0,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h0,blank,0,H=0,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h0,blank,0,H=0,3,3,0.0755552425980568,0.059964798390865326,0.0784282386302948,0.0480999613439523,1.0,alive
s2,calru,CA-LRU,blank_h0,blank,0,H=0,1,1,0.10193680226802826,0.10193680226802826,0.10193680226802826,0.0648949838557513,1.0,alive
s1,rnn,RNN,blank_h128,blank,128,H=128,1,1,0.19944331049919128,0.19944331049919128,0.19944331049919128,0.12696955493023201,1.7581356247237399,alive
s1,gru,GRU,blank_h128,blank,128,H=128,3,3,0.07390240579843521,0.038377948105335236,0.0996202826499939,0.04704773275681645,1.8309065255054784,alive
s1,lstm,LSTM,blank_h128,blank,128,H=128,3,3,0.0683889240026474,0.055830635130405426,0.07433857768774033,0.04353774123102921,2.0749608353951117,alive
s1,calru,CA-LRU,blank_h128,blank,128,H=128,3,3,0.0641903206706047,0.012343039736151695,0.07909871637821198,0.04086482733352242,0.9875264033052082,alive
t2,rnn,RNN,blank_h128,blank,128,H=128,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h128,blank,128,H=128,3,3,0.10150828957557678,0.09581458568572998,0.12320052087306976,0.06462218420302622,1.7300539433447897,alive
t2,lstm,LSTM,blank_h128,blank,128,H=128,3,3,0.13300195336341858,0.10538291931152344,0.14777109026908875,0.08467167327466321,2.083864296097849,alive
t2,calru,CA-LRU,blank_h128,blank,128,H=128,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h128,blank,128,H=128,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h128,blank,128,H=128,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h128,blank,128,H=128,3,3,0.17015552520751953,0.12261037528514862,0.1716744601726532,0.10832437172469733,2.1889368315654076,alive
s2,calru,CA-LRU,blank_h128,blank,128,H=128,1,1,0.09730203449726105,0.09730203449726105,0.09730203449726105,0.06194439905254888,0.9545329295441233,alive
s1,rnn,RNN,blank_h256,blank,256,H=256,1,1,0.2758110463619232,0.2758110463619232,0.2758110463619232,0.175586765551392,2.431333621005025,alive
s1,gru,GRU,blank_h256,blank,256,H=256,3,3,0.11643984913825989,0.05420692637562752,0.15631261467933655,0.07412791025291453,2.884756961736522,alive
s1,lstm,LSTM,blank_h256,blank,256,H=256,3,3,0.10282167792320251,0.09617739915847778,0.11663517355918884,0.06545831319392195,3.255556195619013,alive
s1,calru,CA-LRU,blank_h256,blank,256,H=256,3,3,0.0641903206706047,0.012343255802989006,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h256,blank,256,H=256,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h256,blank,256,H=256,3,3,0.15835259854793549,0.1484198272228241,0.19142858684062958,0.10081039524140169,2.6988784729032167,alive
t2,lstm,LSTM,blank_h256,blank,256,H=256,3,3,0.21630340814590454,0.172988161444664,0.2405834197998047,0.1377030264561778,3.420704755924593,alive
t2,calru,CA-LRU,blank_h256,blank,256,H=256,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h256,blank,256,H=256,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h256,blank,256,H=256,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h256,blank,256,H=256,3,3,0.288509726524353,0.2040359377861023,0.289589524269104,0.18367099642576679,3.692413973928557,alive
s2,calru,CA-LRU,blank_h256,blank,256,H=256,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h512,blank,512,H=512,1,1,0.41280117630958557,0.41280117630958557,0.41280117630958557,0.2627973908952782,3.63893104351921,alive
s1,gru,GRU,blank_h512,blank,512,H=512,3,3,0.20685404539108276,0.09169590473175049,0.2706639766693115,0.13168737529018446,5.124737380900785,transition
s1,lstm,LSTM,blank_h512,blank,512,H=512,3,3,0.175194650888443,0.16946721076965332,0.20070038735866547,0.11153237876861846,5.602009836227171,transition
s1,calru,CA-LRU,blank_h512,blank,512,H=512,3,3,0.0641903206706047,0.012343629263341427,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h512,blank,512,H=512,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h512,blank,512,H=512,3,3,0.2732028365135193,0.2530366778373718,0.32637983560562134,0.1739263275914142,4.656325573206372,transition
t2,lstm,LSTM,blank_h512,blank,512,H=512,3,3,0.37813127040863037,0.3035006821155548,0.4144546389579773,0.24072584329260663,6.001487142639727,transition
t2,calru,CA-LRU,blank_h512,blank,512,H=512,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h512,blank,512,H=512,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h512,blank,512,H=512,0,0,,,,,,ineligible_id
s2,lstm,LSTM,blank_h512,blank,512,H=512,3,3,0.502348780632019,0.35724449157714844,0.5085968971252441,0.31980516637508805,6.484869557287065,transition
s2,calru,CA-LRU,blank_h512,blank,512,H=512,1,1,0.09730198234319687,0.09730198234319687,0.09730198234319687,0.061944365850240414,0.9545324179127692,alive
s1,rnn,RNN,blank_h768,blank,768,H=768,1,1,0.5194677710533142,0.5194677710533142,0.5194677710533142,0.33070345416025576,4.5792199893732235,transition
s1,gru,GRU,blank_h768,blank,768,H=768,3,3,0.29698655009269714,0.13048876821994781,0.38288620114326477,0.18906750991624616,7.357738989379317,transition
s1,lstm,LSTM,blank_h768,blank,768,H=768,3,3,0.24714228510856628,0.2300880402326584,0.28238725662231445,0.15733566528821935,7.882078405740107,transition
s1,calru,CA-LRU,blank_h768,blank,768,H=768,3,3,0.0641903206706047,0.012344020418822765,0.07909870147705078,0.04086482733352242,0.9875262172681802,alive
t2,rnn,RNN,blank_h768,blank,768,H=768,0,0,,,,,,ineligible_id
t2,gru,GRU,blank_h768,blank,768,H=768,3,3,0.3817763328552246,0.34771832823753357,0.4505721628665924,0.24304636211762307,6.506795187797265,transition
t2,lstm,LSTM,blank_h768,blank,768,H=768,3,3,0.5208658576011658,0.42104998230934143,0.5610541105270386,0.3315935037000992,8.260387213630931,severely_degraded
t2,calru,CA-LRU,blank_h768,blank,768,H=768,3,3,0.028989683836698532,0.02092047780752182,0.04888016730546951,0.018455405925127174,1.0050773804085367,alive
s2,rnn,RNN,blank_h768,blank,768,H=768,0,0,,,,,,ineligible_id
s2,gru,GRU,blank_h768,blank,768,H=768,0,0,,,,,,ineligible_id
