topology,model,model_label,eligible_seed_count,kick_radius_relative,recovery_horizon,recovery_ratio_median,recovery_ratio_min,recovery_ratio_max,same_memory_error_normalized_median,same_memory_error_normalized_min,same_memory_error_normalized_max,same_memory_error_radians_median,status
s2,lstm,LSTM,3,0.1,0,1.0,1.0,1.0,0.010690196417272091,0.0102662593126297,0.010863824747502804,0.03358424252993393,trajectory
s2,lstm,LSTM,3,0.1,1,0.4995293617248535,0.49822306632995605,0.5004055500030518,0.005170030053704977,0.005002067424356937,0.005223031155765057,0.016242128435558,trajectory
s2,lstm,LSTM,3,0.1,16,0.15859109163284302,0.15083014965057373,0.16030864417552948,0.004827619530260563,0.004612790420651436,0.004843534901738167,0.015166414050593192,trajectory
s2,lstm,LSTM,3,0.1,128,0.1520782709121704,0.1462332010269165,0.15422022342681885,0.00484802620485425,0.004600495100021362,0.004857315216213465,0.015230523509580917,trajectory
s2,lstm,LSTM,3,0.1,512,0.12469995021820068,0.11640970408916473,0.12703126668930054,0.005065568722784519,0.004943361505866051,0.005171009339392185,0.015913953485754077,trajectory
s2,lstm,LSTM,3,0.1,2048,0.03576356917619705,0.007796977646648884,0.05971671640872955,0.007092760410159826,0.006521407514810562,0.007242410909384489,0.02228256399823064,survived
s2,calru,CA-LRU,1,0.1,0,1.0,1.0,1.0,0.0038137505762279034,0.0038137505762279034,0.0038137505762279034,0.011981250792901422,trajectory
s2,calru,CA-LRU,1,0.1,1,0.7489587068557739,0.7489587068557739,0.7489587068557739,0.003438614308834076,0.003438614308834076,0.003438614308834076,0.010802725451161878,trajectory
s2,calru,CA-LRU,1,0.1,16,0.29968947172164917,0.29968947172164917,0.29968947172164917,0.0029535554349422455,0.0029535554349422455,0.0029535554349422455,0.009278868056384764,trajectory
s2,calru,CA-LRU,1,0.1,128,0.2971218526363373,0.2971218526363373,0.2971218526363373,0.0029658889397978783,0.0029658889397978783,0.0029658889397978783,0.009317614904632234,trajectory
s2,calru,CA-LRU,1,0.1,512,0.2971218526363373,0.2971218526363373,0.2971218526363373,0.0029660898726433516,0.0029660898726433516,0.0029660898726433516,0.009318246153783438,trajectory
s2,calru,CA-LRU,1,0.1,2048,0.2971218526363373,0.2971218526363373,0.2971218526363373,0.0029660898726433516,0.0029660898726433516,0.0029660898726433516,0.009318246153783438,survived
s2,rnn,RNN,0,0.25,0,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.25,1,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.25,16,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.25,128,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.25,512,,,,,,,,ineligible_id
s2,rnn,RNN,0,0.25,2048,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,0,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,1,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,16,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,128,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,512,,,,,,,,ineligible_id
s2,gru,GRU,0,0.25,2048,,,,,,,,ineligible_id
s2,lstm,LSTM,3,0.25,0,1.0,1.0,1.0,0.02677066996693611,0.025666989386081696,0.027176164090633392,0.08410254009980339,trajectory
s2,lstm,LSTM,3,0.25,1,0.4970318377017975,0.4964233636856079,0.4974481165409088,0.012940294109284878,0.012518259696662426,0.013060711324214935,0.040653132909020645,trajectory
s2,lstm,LSTM,3,0.25,16,0.15400992333889008,0.14760366082191467,0.1542440801858902,0.012069819495081902,0.011541282758116722,0.012107884511351585,0.03791845625590417,trajectory
s2,lstm,LSTM,3,0.25,128,0.14761382341384888,0.14347581565380096,0.1477174311876297,0.012121766805648804,0.011518588289618492,0.012152863666415215,0.038081653545154893,trajectory
s2,lstm,LSTM,3,0.25,512,0.11322984099388123,0.09986720234155655,0.12025894224643707,0.012691939249634743,0.012271049432456493,0.012792006134986877,0.03987290310646046,trajectory
s2,lstm,LSTM,3,0.25,2048,0.021940141916275024,0.0034165577962994576,0.03791850805282593,0.0162271186709404,0.014052709564566612,0.01685914769768715,0.05097899680555613,survived
s2,calru,CA-LRU,1,0.25,0,1.0,1.0,1.0,0.009544037282466888,0.009544037282466888,0.009544037282466888,0.02998347741218507,trajectory
s2,calru,CA-LRU,1,0.25,1,0.7489633560180664,0.7489633560180664,0.7489633560180664,0.008603679947555065,0.008603679947555065,0.008603679947555065,0.02702925771707681,trajectory
s2,calru,CA-LRU,1,0.25,16,0.29965919256210327,0.29965919256210327,0.29965919256210327,0.007386956363916397,0.007386956363916397,0.007386956363916397,0.023206807845268122,trajectory
s2,calru,CA-LRU,1,0.25,128,0.297116219997406,0.297116219997406,0.297116219997406,0.007418166846036911,0.007418166846036911,0.007418166846036911,0.023304858466612927,trajectory
s2,calru,CA-LRU,1,0.25,512,0.297116219997406,0.297116219997406,0.297116219997406,0.007418293505907059,0.007418293505907059,0.007418293505907059,0.023305256380330486,trajectory
s2,calru,CA-LRU,1,0.25,2048,0.297116219997406,0.297116219997406,0.297116219997406,0.007418293505907059,0.007418293505907059,0.007418293505907059,0.023305256380330486,survived
